City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
464,Agnibilekrou,CI,7.1344,-3.2047,75.13,77,6,3.91,clear sky
465,Brewster,US,41.3973,-73.6171,54.27,54,1,1.99,clear sky
466,Ahuimanu,US,21.4447,-157.8378,83.91,61,40,12.66,scattered clouds
467,Havre-Saint-Pierre,CA,50.2334,-63.5986,36.19,80,75,5.75,broken clouds
468,San Angelo,US,31.4638,-100.437,66.42,42,40,8.01,scattered clouds
469,Nome,US,64.5011,-165.4064,-5.73,77,1,3.44,clear sky
470,Rajo Khanani,PK,24.9841,68.8536,71.56,15,13,10.02,few clouds
471,Tzucacab,MX,20.0667,-89.05,81.57,70,97,1.81,overcast clouds
472,Shwebo,MM,22.5667,95.7,70.54,87,4,3.44,clear sky
473,Sechura,PE,-5.5569,-80.8222,73.87,58,93,14.58,overcast clouds
474,Kushima,JP,31.4583,131.2333,63.23,93,100,12.08,light rain
475,Palana,RU,59.1167,159.9667,19.38,72,25,15.05,scattered clouds
476,Sohag,EG,26.557,31.6948,59.29,52,0,2.08,clear sky
477,Awjilah,LY,29.1081,21.2869,64.08,56,1,5.61,clear sky
478,Richards Bay,ZA,-28.783,32.0377,71.31,77,100,13.18,overcast clouds
479,Pangnirtung,CA,66.1451,-65.7125,8.6,78,20,6.91,few clouds
480,Savannakhet,LA,16.566,104.751,70.36,86,10,4.14,clear sky
481,Samarai,PG,-10.6167,150.6667,82.35,79,58,12.8,broken clouds
482,Maniitsoq,GL,65.4167,-52.9,26.62,87,100,4.68,light snow
483,Dali,CN,25.7,100.1833,51.44,85,55,4.25,broken clouds
484,Komsomolskiy,UZ,40.4272,71.7189,34.52,51,100,4.61,overcast clouds
485,La Ronge,CA,55.1001,-105.2842,7.05,66,90,2.3,overcast clouds
486,Fredericksburg,US,38.3032,-77.4605,56.21,56,40,1.01,scattered clouds
487,Cuamba,MZ,-14.8031,36.5372,76.44,51,33,4.43,scattered clouds
488,Grande Prairie,CA,55.1667,-118.8027,23.18,86,90,6.91,overcast clouds
489,Jales,BR,-20.2689,-50.5458,80.11,55,11,5.73,few clouds
490,Hesla,IN,24.0667,85.8833,66.88,57,1,3.76,clear sky
491,Taoudenni,ML,22.6783,-3.9836,81.37,25,94,7.7,overcast clouds
492,Urubicha,BO,-15.3833,-62.95,90.64,42,54,2.53,broken clouds
493,Batemans Bay,AU,-35.7167,150.1833,59.09,86,100,4.56,overcast clouds
494,Gualeguay,AR,-33.1416,-59.3097,97.21,13,0,9.71,clear sky
495,Camacha,PT,33.0833,-16.3333,65.53,77,75,14.97,broken clouds
496,Leningradskiy,RU,69.3833,178.4167,-14.91,99,31,3.87,scattered clouds
497,Saint-Louis,SN,16.3333,-15.0,89.6,14,88,7.38,overcast clouds
498,Libenge,CD,3.65,18.6333,73.44,87,96,3.98,light rain
499,Shambu,ET,9.5667,37.1,52.9,63,99,2.42,overcast clouds
500,Galveston,US,29.3669,-94.9669,80.78,77,20,3.0,few clouds
501,Khvorostyanka,RU,52.6096,48.9597,32.14,91,82,15.28,broken clouds
502,Asasa,ET,7.1,39.2,53.1,66,66,2.21,broken clouds
503,Kenai,US,60.5544,-151.2583,-2.15,78,40,3.44,scattered clouds
504,Baykit,RU,61.67,96.37,3.65,98,100,2.84,overcast clouds
505,Guayaquil,EC,-2.1667,-79.9,82.36,61,75,9.22,broken clouds
506,Frontera,MX,26.9333,-101.45,80.35,44,40,0.0,scattered clouds
507,Reserva,BR,-24.6503,-50.8506,73.38,55,6,3.36,clear sky
508,San Cristobal,VE,7.7669,-72.225,77.18,60,89,3.89,overcast clouds
509,Magistralnyy,RU,56.1725,107.4458,1.49,93,100,3.47,overcast clouds
510,Nisia Floresta,BR,-6.0911,-35.2086,83.21,75,42,10.96,scattered clouds
511,Amuntai,ID,-2.4177,115.2494,73.49,95,98,0.65,overcast clouds
512,Rusape,ZW,-18.5278,32.1284,62.73,90,79,4.05,broken clouds
513,Vestmannaeyjar,IS,63.4427,-20.2734,44.37,83,100,18.7,overcast clouds
514,Beri,IN,25.9031,79.8902,70.2,51,0,6.04,clear sky
515,Aksarka,RU,66.5606,67.7975,15.17,96,100,9.06,light snow
516,Zaysan,KZ,47.4667,84.8667,19.49,69,50,4.05,scattered clouds
517,San Quintin,MX,30.4833,-115.95,69.42,60,93,10.22,overcast clouds
518,Okhotsk,RU,59.3833,143.3,5.45,88,100,15.19,overcast clouds
519,Praya,CV,14.9215,-23.5087,79.34,73,0,17.27,clear sky
520,Susa,TN,35.8254,10.637,63.12,67,40,11.5,scattered clouds
521,Jijiga,ET,9.35,42.8,63.95,57,25,3.67,scattered clouds
522,Port-Cartier,CA,50.0334,-66.8654,34.02,73,100,3.98,overcast clouds
523,Fresno,US,36.6666,-119.8343,71.94,66,1,0.0,haze
524,Hualmay,PE,-11.0964,-77.6139,68.43,77,92,9.91,overcast clouds
525,Lazo,RU,43.3817,133.9014,34.34,99,100,3.74,light rain
526,Bougouni,ML,11.417,-7.479,79.05,17,0,2.71,clear sky
527,Berea,US,41.3662,-81.8543,44.58,91,90,3.0,overcast clouds
528,Mandera,KE,3.9366,41.867,87.73,34,93,9.24,overcast clouds
529,Vitim,RU,59.4511,112.5578,-17.03,100,83,1.03,broken clouds
530,Mogadishu,SO,2.0371,45.3438,79.14,74,39,14.05,scattered clouds
531,Pyaozerskiy,RU,65.8333,31.1667,22.21,75,45,16.62,scattered clouds
532,Loucna Nad Desnou,CZ,50.0743,17.0905,41.14,97,39,1.43,scattered clouds
533,Puerto Padre,CU,21.195,-76.6028,90.61,77,97,8.84,overcast clouds
534,Chegdomyn,RU,51.1167,133.0167,7.92,93,100,1.25,overcast clouds
535,Mareeba,AU,-17.0,145.4333,69.44,92,9,1.57,clear sky
536,Forestville,US,38.8451,-76.875,53.58,60,1,9.22,clear sky
537,Lima,PE,-12.0432,-77.0282,66.45,73,90,10.36,overcast clouds
538,Manzhouli,CN,49.6,117.4333,6.03,88,36,12.33,scattered clouds
539,Inirida,CO,3.8653,-67.9239,75.92,85,98,3.15,overcast clouds
540,Severo-Yeniseyskiy,RU,60.3725,93.0408,4.6,97,100,3.47,overcast clouds
541,Fukue,JP,32.6881,128.8419,62.4,82,100,24.61,light rain
542,Fort Nelson,CA,58.8053,-122.7002,-0.81,85,90,3.44,overcast clouds
543,Bayburt,TR,40.2589,40.2278,34.77,78,4,2.04,clear sky
544,Medicine Hat,CA,50.0501,-110.6683,39.72,51,90,5.99,overcast clouds
545,Victor Harbor,AU,-35.5667,138.6167,59.79,80,94,8.86,overcast clouds
546,Chandbali,IN,20.7833,86.7667,74.88,79,30,1.72,scattered clouds
547,Caracoli,CO,6.4119,-74.7606,77.7,88,58,1.99,broken clouds
548,Thinadhoo,MV,0.5333,72.9333,81.09,78,100,10.87,overcast clouds
549,Alice Town,BS,25.7167,-79.3,77.65,80,12,12.46,few clouds
550,Lipari,IT,38.4674,14.954,62.53,71,100,5.3,overcast clouds
551,Kyaikkami,MM,16.08,97.5675,79.56,75,32,3.91,scattered clouds
552,Looc,PH,12.2605,121.9926,79.3,85,100,6.08,overcast clouds
553,Abu Dhabi,AE,24.4667,54.3667,77.02,80,0,4.61,clear sky
554,Shadrinsk,RU,56.0852,63.6335,27.55,96,100,11.97,light snow
555,Denpasar,ID,-8.65,115.2167,78.46,94,40,1.14,scattered clouds
556,Kalispell,US,48.1958,-114.3129,43.48,73,90,3.0,overcast clouds
557,Monte Patria,CL,-30.6919,-70.9467,83.23,26,0,7.83,clear sky
558,Ternate,ID,0.8,127.4,81.43,79,79,4.09,broken clouds
559,Springbok,ZA,-29.6643,17.8865,52.32,86,19,6.31,few clouds
560,Bemidji,US,47.4736,-94.8803,20.97,68,40,19.57,scattered clouds
561,Paramonga,PE,-10.6667,-77.8333,68.7,77,88,10.04,overcast clouds
562,Capitan Bado,PY,-23.2667,-55.5333,80.76,63,8,5.66,clear sky
563,Mehran,IR,33.1222,46.1646,60.28,64,0,8.05,clear sky
564,Kourou,GF,5.1552,-52.6478,82.45,78,37,6.82,scattered clouds
565,Morondava,MG,-20.2833,44.2833,80.33,79,77,6.55,broken clouds
566,Camocim,BR,-2.9022,-40.8411,82.49,68,35,18.68,scattered clouds
567,Obo,CF,5.3998,26.4869,73.08,48,87,2.44,overcast clouds
568,Cusuna,HN,15.85,-85.2333,81.45,66,4,5.86,clear sky
569,Ustupo,PA,9.1333,-77.9333,81.66,82,96,5.82,overcast clouds
570,Tshikapa,CD,-6.4167,20.8,70.03,96,100,2.89,overcast clouds
571,Tarauaca,BR,-8.1614,-70.7656,86.07,62,97,3.11,overcast clouds
572,Vyborg,RU,60.7076,28.7528,27.73,56,30,13.31,scattered clouds
573,Shelburne,CA,44.0787,-80.2041,42.69,87,100,13.47,overcast clouds
574,Nikita,UA,44.5333,34.2333,41.74,73,4,9.66,clear sky
575,Leh,IN,34.1667,77.5833,15.71,61,0,3.4,clear sky
576,Birao,CF,10.2849,22.7882,71.67,26,49,5.68,scattered clouds
577,Vizinga,RU,61.0749,50.1031,19.6,96,100,5.97,overcast clouds
578,Xuddur,SO,4.1213,43.8894,72.01,75,40,13.33,scattered clouds
579,Mayya,RU,61.7333,130.2811,-38.88,100,18,2.33,few clouds
580,Dawlatabad,AF,36.4141,64.9053,56.05,31,20,3.29,few clouds
581,Volokolamsk,RU,56.0336,35.9694,28.6,98,100,4.79,overcast clouds
582,Nilakkottai,IN,10.1648,77.8529,72.81,90,35,3.02,scattered clouds
583,Van,TR,38.4924,43.3831,33.15,93,40,4.61,scattered clouds
584,Iberia,US,29.9502,-91.7507,81.05,61,20,0.0,few clouds
585,Hami,CN,42.8,93.45,25.38,48,0,0.85,clear sky
586,Honiara,SB,-9.4333,159.95,82.58,71,2,3.36,clear sky
587,Maldonado,UY,-34.6667,-54.9167,85.39,39,63,10.89,broken clouds
588,Yermakovskoye,RU,53.2831,92.4003,7.57,92,94,3.29,overcast clouds
589,Henties Bay,NA,-22.116,14.2845,60.85,90,0,5.5,clear sky
590,Kathu,TH,7.9178,98.3332,84.69,99,35,4.0,scattered clouds
591,Shupiyan,IN,33.7167,74.8333,37.36,39,0,2.95,clear sky
592,Khovu-Aksy,RU,51.1333,93.6,-0.47,84,55,6.17,broken clouds
593,Glenwood Springs,US,39.5505,-107.3248,51.13,55,1,3.44,clear sky
594,Male,MV,4.1748,73.5089,82.35,83,75,8.05,broken clouds
595,Severodvinsk,RU,64.5635,39.8302,23.11,97,100,5.82,light snow
596,Storm Lake,US,42.6411,-95.2097,38.35,32,1,24.16,clear sky
597,Ust-Kan,RU,50.9276,84.761,20.01,61,100,6.06,overcast clouds
598,Mana,GF,5.6592,-53.7767,80.02,82,80,7.45,broken clouds
599,Manaira,BR,-7.7061,-38.1544,83.98,29,50,6.58,scattered clouds
600,Tual,ID,-5.6667,132.75,83.59,71,93,4.7,light rain
601,Bethalto,US,38.9092,-90.0407,63.18,50,1,4.0,clear sky
602,Sorong,ID,-0.8833,131.25,80.69,77,98,2.3,light rain
603,Cap-Aux-Meules,CA,47.3821,-61.8597,41.05,81,75,12.66,broken clouds
604,Axim,GH,4.8699,-2.2405,79.68,85,68,4.92,broken clouds
605,Cairns,AU,-16.9167,145.7667,74.07,94,11,1.14,few clouds
606,Progreso,MX,21.2833,-89.6667,87.91,72,10,12.88,clear sky
607,Banda Aceh,ID,5.5577,95.3222,78.33,80,82,4.81,light rain
608,Dallas,US,32.7668,-96.7836,67.14,72,90,5.01,overcast clouds
609,Vostok,RU,46.4856,135.8833,26.11,79,98,13.0,light snow
610,Forio,IT,40.7342,13.8646,60.53,73,94,7.36,overcast clouds
611,Bara,NG,10.3744,10.7288,78.33,25,58,1.39,broken clouds
612,Oyama,JP,36.3,139.8,57.58,86,100,3.11,light rain
613,Alekseyevsk,RU,57.8406,108.3492,-12.48,99,100,2.51,overcast clouds
614,Mezen,RU,65.8522,44.24,12.16,98,100,2.35,overcast clouds
615,Mirnyy,RU,62.5353,113.9611,-20.13,100,95,0.74,overcast clouds
616,Weihai,CN,37.5017,122.1136,41.63,52,92,33.8,overcast clouds
617,Okmulgee,US,35.6234,-95.9605,60.58,41,1,18.41,clear sky
618,Kindu,CD,-2.95,25.95,70.56,98,100,0.65,light rain
619,Igrim,RU,63.1906,64.4162,17.1,97,99,4.05,overcast clouds
620,Marsh Harbour,BS,26.5412,-77.0636,77.29,79,42,16.17,scattered clouds
621,Manoel Urbano,BR,-8.8389,-69.2597,83.66,68,100,3.09,overcast clouds
622,Varhaug,NO,58.6147,5.6457,39.47,62,69,21.45,broken clouds
623,Maxixe,MZ,-23.8597,35.3472,72.88,72,58,10.98,broken clouds
624,The Valley,AI,18.217,-63.0578,84.06,69,40,10.36,scattered clouds
625,Quatre Cocos,MU,-20.2078,57.7625,76.08,73,30,8.5,light rain
626,Kailua,US,21.4022,-157.7394,84.18,63,62,14.94,broken clouds
627,Guaruja,BR,-23.9931,-46.2564,74.8,47,75,1.99,broken clouds
628,Makakilo City,US,21.3469,-158.0858,82.72,58,20,9.22,few clouds
629,Tuma,RU,55.148,40.5537,29.01,98,100,3.33,overcast clouds
630,Taltal,CL,-25.4,-70.4833,67.48,63,98,5.86,overcast clouds
631,Traunreut,DE,47.9627,12.5923,38.17,88,100,1.54,overcast clouds
632,Verkh-Neyvinskiy,RU,57.2701,60.1376,27.81,90,100,11.61,overcast clouds
633,Magura,RO,45.2667,26.5833,43.66,83,5,5.64,clear sky
634,Ankazoabo,MG,-22.2833,44.5167,74.7,65,0,8.88,clear sky
635,San Miguelito,PA,9.0333,-79.5,81.84,81,40,5.99,scattered clouds
636,Mazagao,BR,-0.115,-51.2894,78.85,81,100,6.2,light rain
637,Inuvik,CA,68.3499,-133.7218,-12.96,80,75,2.3,broken clouds
638,Ust-Ilimsk,RU,58.0006,102.6619,8.76,95,100,3.8,overcast clouds
639,Santa Cruz De La Palma,ES,28.6835,-17.7642,75.34,60,40,11.5,volcanic ash
640,Santa Marta,CO,11.2408,-74.199,91.35,80,99,12.71,overcast clouds
641,Teterow,DE,53.7833,12.5667,44.85,78,95,9.24,overcast clouds
642,Le Port,RE,-20.9373,55.2919,75.2,90,60,1.68,light rain
643,Dunedin,NZ,-45.8742,170.5036,51.6,88,100,5.73,overcast clouds
644,Pathein,MM,16.7833,94.7333,74.16,88,19,5.19,few clouds
645,Sao Filipe,CV,14.8961,-24.4956,81.12,68,100,7.65,overcast clouds
646,Manzanillo,CU,20.3433,-77.1167,83.46,64,79,5.7,broken clouds
647,Yeniseysk,RU,58.4497,92.1703,11.52,95,100,3.94,overcast clouds
648,Buraydah,SA,26.326,43.975,70.25,45,54,7.56,broken clouds
649,Ambanja,MG,-13.6833,48.45,75.76,86,63,1.01,light rain
650,Itacare,BR,-14.2775,-38.9967,84.09,86,34,5.95,scattered clouds
651,Gamba,GA,-2.65,10.0,78.57,87,100,3.47,overcast clouds
652,Wuwei,CN,37.9281,102.6414,22.15,45,0,2.77,clear sky
653,Nizhneudinsk,RU,54.9076,99.0276,16.68,86,100,3.09,overcast clouds
654,Tessalit,ML,20.1986,1.0114,73.26,25,64,10.07,broken clouds
655,Beziers,FR,43.3476,3.219,54.9,76,0,5.75,clear sky
656,Iwanai,JP,42.9744,140.5089,41.43,97,100,9.78,light rain
657,Bonfim,BR,3.0833,-59.95,77.77,85,100,4.79,light rain
658,Tigil,RU,57.8,158.6667,19.98,88,100,8.81,overcast clouds
659,Byron Bay,AU,-28.65,153.6167,70.88,85,100,5.93,light rain
660,Carroll,US,39.5501,-77.0164,52.02,50,1,3.0,clear sky
661,Erzurum,TR,40.0,41.5,24.48,80,8,2.86,clear sky
662,Yulara,AU,-25.2406,130.9889,69.64,32,40,8.05,scattered clouds
663,San Carlos De Bariloche,AR,-41.1456,-71.3082,60.55,44,40,29.93,moderate rain
664,Voyvozh,RU,62.892,54.9635,16.29,95,100,4.7,light snow
665,Kudahuvadhoo,MV,2.6708,72.8944,81.46,78,93,13.69,overcast clouds
666,Williams Lake,CA,52.1415,-122.1445,35.17,84,90,1.99,snow
667,Ambilobe,MG,-13.2,49.05,76.37,79,93,2.64,overcast clouds
668,Vilyuysk,RU,63.7553,121.6247,-28.61,99,92,2.89,overcast clouds
669,Ilave,PE,-16.0833,-69.6667,58.62,33,71,14.29,broken clouds
670,Cururupu,BR,-1.8283,-44.8683,79.23,79,100,4.85,overcast clouds
671,Teya,RU,60.3778,92.6267,9.57,97,100,3.15,overcast clouds
672,Deputatskiy,RU,69.3,139.9,-16.65,100,100,0.56,overcast clouds
673,Bikin,RU,46.8161,134.26,28.54,95,100,11.92,snow
674,Bac Lieu,VN,9.285,105.7244,78.66,90,95,13.91,overcast clouds
675,Sabang,ID,5.8933,95.3214,80.62,77,62,5.75,light rain
676,Rurrenabaque,BO,-14.4413,-67.5278,92.7,42,75,3.78,broken clouds
677,Hamilton,US,39.1834,-84.5333,46.36,95,90,1.01,mist
678,Jacutinga,BR,-22.2856,-46.6122,83.71,73,44,2.06,scattered clouds
679,Porto Novo,BJ,6.4965,2.6036,84.02,83,75,7.38,broken clouds
680,Hanzhong,CN,33.0728,107.0303,38.68,60,74,1.72,broken clouds
681,Mapiripan,CO,2.8892,-72.1256,85.06,63,32,4.52,scattered clouds
682,Moree,AU,-29.4667,149.85,66.22,88,90,9.22,overcast clouds
683,Tapejara,BR,-28.0681,-52.0139,74.97,58,0,2.51,clear sky
684,Ushtobe,KZ,45.2514,77.9838,29.62,57,97,5.03,overcast clouds
685,Broome,US,42.2506,-75.833,48.0,59,90,7.0,overcast clouds
686,San Pedro,PH,14.35,121.0167,78.35,92,20,0.0,few clouds
687,Foam Lake,CA,51.65,-103.5343,6.82,88,97,5.61,overcast clouds
688,Natal,BR,-5.795,-35.2094,83.05,74,20,17.27,few clouds
689,Road Town,VG,18.4167,-64.6167,84.29,74,20,10.36,few clouds
690,Wagar,SD,16.1525,36.2032,76.06,54,2,13.49,clear sky
691,Thunder Bay,CA,48.4001,-89.3168,25.56,61,75,24.16,broken clouds
692,Ridgecrest,US,35.6225,-117.6709,72.64,13,1,10.0,clear sky
693,Jesup,US,31.6074,-81.8854,75.22,53,1,0.0,clear sky
694,Linares,CL,-35.85,-71.6,91.74,11,2,9.17,clear sky
695,Nizwa,OM,22.9333,57.5333,71.35,35,56,5.35,broken clouds
696,Westport,US,41.1415,-73.3579,54.99,64,1,1.01,clear sky
697,Hay River,CA,60.8156,-115.7999,3.18,78,75,5.75,broken clouds
